"filename", "language", "TypeScript", "HTML", "CSS", "comment", "blank", "total"
"d:\FIXXUP\Angular-FIXXP-\src\app\Authguard\authentication.guard.spec.ts", "TypeScript", 12, 0, 0, 0, 5, 17
"d:\FIXXUP\Angular-FIXXP-\src\app\Authguard\authentication.guard.ts", "TypeScript", 20, 0, 0, 0, 9, 29
"d:\FIXXUP\Angular-FIXXP-\src\app\Authguard\authguard-services.service.spec.ts", "TypeScript", 12, 0, 0, 0, 5, 17
"d:\FIXXUP\Angular-FIXXP-\src\app\Authguard\authguard-services.service.ts", "TypeScript", 10, 0, 0, 0, 3, 13
"d:\FIXXUP\Angular-FIXXP-\src\app\Authguard\external-quard.guard.spec.ts", "TypeScript", 12, 0, 0, 0, 5, 17
"d:\FIXXUP\Angular-FIXXP-\src\app\Authguard\external-quard.guard.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\FIXXUP\Angular-FIXXP-\src\app\abs\abs.component.css", "CSS", 0, 0, 0, 0, 1, 1
"d:\FIXXUP\Angular-FIXXP-\src\app\abs\abs.component.html", "HTML", 0, 36, 0, 0, 4, 40
"d:\FIXXUP\Angular-FIXXP-\src\app\abs\abs.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\abs\abs.component.ts", "TypeScript", 137, 0, 0, 0, 19, 156
"d:\FIXXUP\Angular-FIXXP-\src\app\add-charges\add-charges.component.css", "CSS", 0, 0, 475, 2, 120, 597
"d:\FIXXUP\Angular-FIXXP-\src\app\add-charges\add-charges.component.html", "HTML", 0, 368, 0, 18, 15, 401
"d:\FIXXUP\Angular-FIXXP-\src\app\add-charges\add-charges.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\add-charges\add-charges.component.ts", "TypeScript", 142, 0, 0, 0, 19, 161
"d:\FIXXUP\Angular-FIXXP-\src\app\add-stamp-paper\add-stamp-paper.component.css", "CSS", 0, 0, 475, 2, 121, 598
"d:\FIXXUP\Angular-FIXXP-\src\app\add-stamp-paper\add-stamp-paper.component.html", "HTML", 0, 314, 0, 12, 16, 342
"d:\FIXXUP\Angular-FIXXP-\src\app\add-stamp-paper\add-stamp-paper.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\add-stamp-paper\add-stamp-paper.component.ts", "TypeScript", 139, 0, 0, 0, 16, 155
"d:\FIXXUP\Angular-FIXXP-\src\app\add-visitors-type\add-visitors-type.component.css", "CSS", 0, 0, 259, 0, 37, 296
"d:\FIXXUP\Angular-FIXXP-\src\app\add-visitors-type\add-visitors-type.component.html", "HTML", 0, 480, 0, 10, 22, 512
"d:\FIXXUP\Angular-FIXXP-\src\app\add-visitors-type\add-visitors-type.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\add-visitors-type\add-visitors-type.component.ts", "TypeScript", 161, 0, 0, 0, 12, 173
"d:\FIXXUP\Angular-FIXXP-\src\app\addcity\addcity.component.css", "CSS", 0, 0, 258, 0, 37, 295
"d:\FIXXUP\Angular-FIXXP-\src\app\addcity\addcity.component.html", "HTML", 0, 489, 0, 10, 22, 521
"d:\FIXXUP\Angular-FIXXP-\src\app\addcity\addcity.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\addcity\addcity.component.ts", "TypeScript", 174, 0, 0, 0, 26, 200
"d:\FIXXUP\Angular-FIXXP-\src\app\adddaily-helper-category\adddaily-helper-category.component.css", "CSS", 0, 0, 259, 0, 37, 296
"d:\FIXXUP\Angular-FIXXP-\src\app\adddaily-helper-category\adddaily-helper-category.component.html", "HTML", 0, 480, 0, 10, 22, 512
"d:\FIXXUP\Angular-FIXXP-\src\app\adddaily-helper-category\adddaily-helper-category.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\adddaily-helper-category\adddaily-helper-category.component.ts", "TypeScript", 157, 0, 0, 0, 20, 177
"d:\FIXXUP\Angular-FIXXP-\src\app\addmanager\addmanager.component.css", "CSS", 0, 0, 259, 0, 37, 296
"d:\FIXXUP\Angular-FIXXP-\src\app\addmanager\addmanager.component.html", "HTML", 0, 505, 0, 10, 22, 537
"d:\FIXXUP\Angular-FIXXP-\src\app\addmanager\addmanager.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\addmanager\addmanager.component.ts", "TypeScript", 203, 0, 0, 0, 28, 231
"d:\FIXXUP\Angular-FIXXP-\src\app\addmanagerbankdetail\addmanagerbankdetail.component.css", "CSS", 0, 0, 414, 519, 95, 1028
"d:\FIXXUP\Angular-FIXXP-\src\app\addmanagerbankdetail\addmanagerbankdetail.component.html", "HTML", 0, 160, 0, 182, 35, 377
"d:\FIXXUP\Angular-FIXXP-\src\app\addmanagerbankdetail\addmanagerbankdetail.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\addmanagerbankdetail\addmanagerbankdetail.component.ts", "TypeScript", 138, 0, 0, 0, 22, 160
"d:\FIXXUP\Angular-FIXXP-\src\app\addpincode\addpincode.component.css", "CSS", 0, 0, 252, 0, 37, 289
"d:\FIXXUP\Angular-FIXXP-\src\app\addpincode\addpincode.component.html", "HTML", 0, 500, 0, 10, 21, 531
"d:\FIXXUP\Angular-FIXXP-\src\app\addpincode\addpincode.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\addpincode\addpincode.component.ts", "TypeScript", 184, 0, 0, 0, 27, 211
"d:\FIXXUP\Angular-FIXXP-\src\app\addraised-complaint\addraised-complaint.component.css", "CSS", 0, 0, 258, 0, 37, 295
"d:\FIXXUP\Angular-FIXXP-\src\app\addraised-complaint\addraised-complaint.component.html", "HTML", 0, 480, 0, 10, 22, 512
"d:\FIXXUP\Angular-FIXXP-\src\app\addraised-complaint\addraised-complaint.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\addraised-complaint\addraised-complaint.component.ts", "TypeScript", 157, 0, 0, 0, 20, 177
"d:\FIXXUP\Angular-FIXXP-\src\app\addrole\addrole.component.css", "CSS", 0, 0, 258, 0, 37, 295
"d:\FIXXUP\Angular-FIXXP-\src\app\addrole\addrole.component.html", "HTML", 0, 479, 0, 14, 21, 514
"d:\FIXXUP\Angular-FIXXP-\src\app\addrole\addrole.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\addrole\addrole.component.ts", "TypeScript", 162, 0, 0, 0, 10, 172
"d:\FIXXUP\Angular-FIXXP-\src\app\addsociety\addsociety.component.css", "CSS", 0, 0, 259, 0, 37, 296
"d:\FIXXUP\Angular-FIXXP-\src\app\addsociety\addsociety.component.html", "HTML", 0, 519, 0, 10, 23, 552
"d:\FIXXUP\Angular-FIXXP-\src\app\addsociety\addsociety.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\addsociety\addsociety.component.ts", "TypeScript", 217, 0, 0, 0, 34, 251
"d:\FIXXUP\Angular-FIXXP-\src\app\addstate\addstate.component.css", "CSS", 0, 0, 258, 0, 37, 295
"d:\FIXXUP\Angular-FIXXP-\src\app\addstate\addstate.component.html", "HTML", 0, 480, 0, 10, 22, 512
"d:\FIXXUP\Angular-FIXXP-\src\app\addstate\addstate.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\addstate\addstate.component.ts", "TypeScript", 156, 0, 0, 0, 16, 172
"d:\FIXXUP\Angular-FIXXP-\src\app\adduser\adduser.component.css", "CSS", 0, 0, 149, 1, 1, 151
"d:\FIXXUP\Angular-FIXXP-\src\app\adduser\adduser.component.html", "HTML", 0, 82, 0, 2, 0, 84
"d:\FIXXUP\Angular-FIXXP-\src\app\adduser\adduser.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\adduser\adduser.component.ts", "TypeScript", 8, 0, 0, 0, 3, 11
"d:\FIXXUP\Angular-FIXXP-\src\app\addvisitor\addvisitor.component.css", "CSS", 0, 0, 258, 0, 38, 296
"d:\FIXXUP\Angular-FIXXP-\src\app\addvisitor\addvisitor.component.html", "HTML", 0, 475, 0, 10, 22, 507
"d:\FIXXUP\Angular-FIXXP-\src\app\addvisitor\addvisitor.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\addvisitor\addvisitor.component.ts", "TypeScript", 162, 0, 0, 0, 16, 178
"d:\FIXXUP\Angular-FIXXP-\src\app\admin-profile\admin-profile.component.css", "CSS", 0, 0, 259, 0, 37, 296
"d:\FIXXUP\Angular-FIXXP-\src\app\admin-profile\admin-profile.component.html", "HTML", 0, 491, 0, 10, 23, 524
"d:\FIXXUP\Angular-FIXXP-\src\app\admin-profile\admin-profile.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\admin-profile\admin-profile.component.ts", "TypeScript", 167, 0, 0, 0, 30, 197
"d:\FIXXUP\Angular-FIXXP-\src\app\adminlogin\adminlogin.component.css", "CSS", 0, 0, 261, 0, 56, 317
"d:\FIXXUP\Angular-FIXXP-\src\app\adminlogin\adminlogin.component.html", "HTML", 0, 203, 0, 107, 10, 320
"d:\FIXXUP\Angular-FIXXP-\src\app\adminlogin\adminlogin.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\adminlogin\adminlogin.component.ts", "TypeScript", 52, 0, 0, 1, 10, 63
"d:\FIXXUP\Angular-FIXXP-\src\app\agnys\agnys.component.css", "CSS", 0, 0, 6, 0, 2, 8
"d:\FIXXUP\Angular-FIXXP-\src\app\agnys\agnys.component.html", "HTML", 0, 0, 0, 18, 0, 18
"d:\FIXXUP\Angular-FIXXP-\src\app\agnys\agnys.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\agnys\agnys.component.ts", "TypeScript", 14, 0, 0, 28, 20, 62
"d:\FIXXUP\Angular-FIXXP-\src\app\agnys\models\society.model.ts", "TypeScript", 7, 0, 0, 0, 2, 9
"d:\FIXXUP\Angular-FIXXP-\src\app\all-admin\all-admin.component.css", "CSS", 0, 0, 188, 866, 21, 1075
"d:\FIXXUP\Angular-FIXXP-\src\app\all-admin\all-admin.component.html", "HTML", 0, 592, 0, 11, 19, 622
"d:\FIXXUP\Angular-FIXXP-\src\app\all-admin\all-admin.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\all-admin\all-admin.component.ts", "TypeScript", 153, 0, 0, 0, 12, 165
"d:\FIXXUP\Angular-FIXXP-\src\app\all-charges\all-charges.component.css", "CSS", 0, 0, 355, 465, 93, 913
"d:\FIXXUP\Angular-FIXXP-\src\app\all-charges\all-charges.component.html", "HTML", 0, 393, 0, 0, 16, 409
"d:\FIXXUP\Angular-FIXXP-\src\app\all-charges\all-charges.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\all-charges\all-charges.component.ts", "TypeScript", 133, 0, 0, 0, 12, 145
"d:\FIXXUP\Angular-FIXXP-\src\app\all-users-kyc-docs\all-users-kyc-docs.component.css", "CSS", 0, 0, 0, 0, 1, 1
"d:\FIXXUP\Angular-FIXXP-\src\app\all-users-kyc-docs\all-users-kyc-docs.component.html", "HTML", 0, 1, 0, 0, 1, 2
"d:\FIXXUP\Angular-FIXXP-\src\app\all-users-kyc-docs\all-users-kyc-docs.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\all-users-kyc-docs\all-users-kyc-docs.component.ts", "TypeScript", 8, 0, 0, 0, 3, 11
"d:\FIXXUP\Angular-FIXXP-\src\app\all-users-kyc\all-users-kyc.component.css", "CSS", 0, 0, 194, 7, 44, 245
"d:\FIXXUP\Angular-FIXXP-\src\app\all-users-kyc\all-users-kyc.component.html", "HTML", 0, 44, 0, 0, 16, 60
"d:\FIXXUP\Angular-FIXXP-\src\app\all-users-kyc\all-users-kyc.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\all-users-kyc\all-users-kyc.component.ts", "TypeScript", 39, 0, 0, 0, 14, 53
"d:\FIXXUP\Angular-FIXXP-\src\app\all-visitors-type\all-visitors-type.component.css", "CSS", 0, 0, 171, 866, 16, 1053
"d:\FIXXUP\Angular-FIXXP-\src\app\all-visitors-type\all-visitors-type.component.html", "HTML", 0, 546, 0, 611, 33, 1190
"d:\FIXXUP\Angular-FIXXP-\src\app\all-visitors-type\all-visitors-type.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\all-visitors-type\all-visitors-type.component.ts", "TypeScript", 158, 0, 0, 0, 18, 176
